course_title,provider,category,duration,cost,course_url,source,type,description
Diploma in Electronic & Telecommunication Engineering,Micro Electronic Engineering Training Institute - MEETI,Engineering,,,https://www.pickacourse.lk/course/diploma-in-electronic-telecommunication-engineering?id=2045,pickacourse.lk,Academic,
Computer for Beginners Certificate in Computer Studies & Computer Operations.,Micro Electronic Engineering Training Institute - MEETI,IT,,,https://www.pickacourse.lk/course/computer-for-beginners-certificate-in-computer-studies-computer-operations?id=2046,pickacourse.lk,Academic,
Bachelor (Hons) in Fashion Design,Mod'Art International,Fashion & Textile,,,https://www.pickacourse.lk/course/bachelor-hons-in-fashion-design?id=2047,pickacourse.lk,Academic,
Certificate in Early Learning,Mother's Touch International Academy - MTIA,Education,,,https://www.pickacourse.lk/course/certificate-in-early-learning?id=2048,pickacourse.lk,Academic,
Diploma in Early Childhood Development & Education,Mother's Touch International Academy - MTIA,Education,,,https://www.pickacourse.lk/course/diploma-in-early-childhood-development-education?id=2049,pickacourse.lk,Academic,
Diploma in Special Needs Teaching.,Mother's Touch International Academy - MTIA,Education,,,https://www.pickacourse.lk/course/diploma-in-special-needs-teaching?id=2050,pickacourse.lk,Academic,
Diploma in Childcare Management,Mother's Touch International Academy - MTIA,Education,,,https://www.pickacourse.lk/course/diploma-in-childcare-management?id=2051,pickacourse.lk,Academic,
Foundation Certificate in Children’s Services,Mother's Touch International Academy - MTIA,Education,,,https://www.pickacourse.lk/course/foundation-certificate-in-childrens-services?id=2052,pickacourse.lk,Academic,
Automobile Mechanic (Engine course),National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/automobile-mechanic-engine-course?id=2053,pickacourse.lk,Academic,
Automobile Mechanic (Chassis course),National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/automobile-mechanic-chassis-course?id=2054,pickacourse.lk,Academic,
Automobile Mechanic (Advanced course),National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/automobile-mechanic-advanced-course?id=2055,pickacourse.lk,Academic,
Diesel Injection Pump Service and Inspection,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/diesel-injection-pump-service-and-inspection?id=2056,pickacourse.lk,Academic,
Engine Tune-up,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/engine-tune-up?id=2057,pickacourse.lk,Academic,
Automatic Gear Box Maintenance and Repair,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/automatic-gear-box-maintenance-and-repair?id=2058,pickacourse.lk,Academic,
Electronic Fuel Injection Systems,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/electronic-fuel-injection-systems?id=2059,pickacourse.lk,Academic,
Automobile Battery Maintenance,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/automobile-battery-maintenance?id=2060,pickacourse.lk,Academic,
Automobile AC Technology,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/automobile-ac-technology?id=2063,pickacourse.lk,Academic,
Machining - Lathe,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/machining-lathe?id=2064,pickacourse.lk,Academic,
Cylinder Boring and Horning,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/cylinder-boring-and-horning?id=2065,pickacourse.lk,Academic,
CNC Machine,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/cnc-machine?id=2066,pickacourse.lk,Academic,
Milling Machine,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/milling-machine?id=2067,pickacourse.lk,Academic,
Line Boring,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/line-boring?id=2068,pickacourse.lk,Academic,
Head Facing,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/head-facing?id=2069,pickacourse.lk,Academic,
Tool and Cutter Grinding,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/tool-and-cutter-grinding?id=2070,pickacourse.lk,Academic,
Crank Grinding,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/crank-grinding?id=2071,pickacourse.lk,Academic,
Heat Treatment,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/heat-treatment?id=2072,pickacourse.lk,Academic,
Oxy/Acetylene Gas Welding,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/oxyacetylene-gas-welding?id=2073,pickacourse.lk,Academic,
Arc Welding,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/arc-welding?id=2074,pickacourse.lk,Academic,
Tig/Mig Welding,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/tigmig-welding?id=2075,pickacourse.lk,Academic,
Industrial Electronics,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/industrial-electronics?id=2076,pickacourse.lk,Academic,
Basic Electronics,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/basic-electronics?id=2077,pickacourse.lk,Academic,
Computer Applications Assistant,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/computer-applications-assistant?id=2078,pickacourse.lk,Academic,
Computer Graphic Designer,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/computer-graphic-designer-course?id=2079,pickacourse.lk,Academic,
AC Mechanic,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/ac-mechanic?id=2080,pickacourse.lk,Academic,
Refrigeration Mechanic,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/refrigeration-mechanic?id=2081,pickacourse.lk,Academic,
Domestic Electrical Insulation,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/domestic-electrical-insulation?id=2082,pickacourse.lk,Academic,
Industrial Motor Control,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/industrial-motor-control?id=2083,pickacourse.lk,Academic,
Basic Pneumatic Technology,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/basic-pneumatic-technology?id=2084,pickacourse.lk,Academic,
Basic Plumbing,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/basic-plumbing?id=2085,pickacourse.lk,Academic,
Basic Masonry,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/basic-masonry?id=2086,pickacourse.lk,Academic,
Draughtsmanship (Civil),National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/draughtsmanship-civil?id=2087,pickacourse.lk,Academic,
Quantity Surveying,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/quantity-surveying?id=2088,pickacourse.lk,Academic,
Carpenter (Building),National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/carpenter-building?id=2089,pickacourse.lk,Academic,
Wood Working Machine Operator,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/wood-working-machine-operator?id=2090,pickacourse.lk,Academic,
Basic Hand Tools and Wood Joint,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/basic-hand-tools-and-wood-joint?id=2091,pickacourse.lk,Academic,
Wood Working Tool Sharping,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/wood-working-tool-sharping?id=2092,pickacourse.lk,Academic,
Wood Finisher,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/wood-finisher?id=2093,pickacourse.lk,Academic,
Basic Fitting Technology,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/basic-fitting-technology?id=2094,pickacourse.lk,Academic,
Lathe Machine Operation,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/lathe-machine-operation?id=2095,pickacourse.lk,Academic,
Gas and Electric Arc Welding,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/gas-and-electric-arc-welding?id=2096,pickacourse.lk,Academic,
Milling Machine Operation,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/milling-machine-operation?id=2097,pickacourse.lk,Academic,
TIG and MIG / MAG Welding,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/tig-and-mig-mag-welding?id=2098,pickacourse.lk,Academic,
Auto CAD,National Apprentice and Industrial Training Authority (NAITA),Vocational Training,,,https://www.pickacourse.lk/course/auto-cad?id=2099,pickacourse.lk,Academic,
Master Craftsmen Training Programme,National Crafts Council - NCC,Vocational Training,,,https://www.pickacourse.lk/course/master-craftsmen-training-programme?id=2100,pickacourse.lk,Academic,
Crafts Training Project,National Crafts Council - NCC,Vocational Training,,,https://www.pickacourse.lk/course/crafts-training-project?id=2101,pickacourse.lk,Academic,
MSc in Information Security,National Institute of Business Management (NIBM),IT,,,https://www.pickacourse.lk/course/msc-in-information-security?id=2103,pickacourse.lk,Academic,
MSC in Applied Psychology,National Institute of Business Management (NIBM),Psychology & Counselling,,,https://www.pickacourse.lk/course/msc-in-applied-psychology-online?id=2104,pickacourse.lk,Academic,
BA (Hons) Human Resource Management,National Institute of Business Management (NIBM),Business Management - Specialized,,,https://www.pickacourse.lk/course/ba-hons-human-resource-management?id=2105,pickacourse.lk,Academic,
BA (Hons) Management and Leadership,NSBM Green University,Business Management - Specialized,,,https://www.pickacourse.lk/course/ba-hons-management-and-leadership?id=2106,pickacourse.lk,Academic,
BA (Hons) Professional Accounting,National Institute of Business Management (NIBM),Business Management - Specialized,,,https://www.pickacourse.lk/course/ba-hons-professional-accounting?id=2107,pickacourse.lk,Academic,
Bachelor of Business Analytics,National Institute of Business Management (NIBM),Business Management,,,https://www.pickacourse.lk/course/bachelor-of-business-analytics?id=2108,pickacourse.lk,Academic,
Bachelor of Software Engineering (Honours),National Institute of Business Management (NIBM),IT,,,https://www.pickacourse.lk/course/bachelor-of-software-engineering-honours-online?id=2110,pickacourse.lk,Academic,
BSc (Hons) Ethical Hacking and Network Security,National Institute of Business Management (NIBM),IT,,,https://www.pickacourse.lk/course/bsc-hons-ethical-hacking-and-network-security?id=2111,pickacourse.lk,Academic,
BSc (Hons) Information Technology for Business – ITB,National Institute of Business Management (NIBM),IT,,,https://www.pickacourse.lk/course/bsc-hons-information-technology-for-business-itb?id=2113,pickacourse.lk,Academic,
BA (Hons) Creative Multimedia,National Institute of Business Management (NIBM),Arts & Design,,,https://www.pickacourse.lk/course/ba-hons-creative-multimedia?id=2114,pickacourse.lk,Academic,
Bachelor of Arts (Hons) in Fashion Design,National Institute of Business Management (NIBM),Fashion & Textile,,,https://www.pickacourse.lk/course/bachelor-of-arts-hons-in-fashion-design?id=2115,pickacourse.lk,Academic,
BA (Hons) Professional Design (Visual Communication),National Institute of Business Management (NIBM),Arts & Design,,,https://www.pickacourse.lk/course/ba-hons-professional-design-visual-communication?id=2116,pickacourse.lk,Academic,
